CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUSTID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Detergent Powder,Dettol,Geometry Sets,Handwash,Note Book,OZiva Protein,Pen,Pencil,Rechargeble Solor Light,Regular Rice 10 kg,Solar Cooker,Glucose solution 50%,Cerelac From 6 Months,Cerelac From 12 Months,Rice 5 kg,Milk Cereal,Veg Soup,Horlicks
Michael May         ,Mr.,1725 Jehovah Drive,THEARNE,,UK,HU17 2YU,0,,Michael.A.May@spambob.com,078 5476 6502,JCB,,SW214 ,UK,NL363445,3.52876E+15,,13123,2663,00:00.0,47:24.6,30,SC193 ,00:00.0,20-08-16,NA,36.78,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael May         ,Mr.,1725 Jehovah Drive,THEARNE,,UK,HU17 2YU,0,,Michael.A.May@spambob.com,078 5476 6502,JCB,,SW214 ,UK,NL363445,3.52849E+15,,13123,3032,00:00.0,29:06.2,17.87,NC358 ,00:00.0,23-07-16,NA,206.88,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael May         ,Mr.,1725 Jehovah Drive,THEARNE,,UK,HU17 2YU,0,,Michael.A.May@spambob.com,078 5476 6502,JCB,,SW214 ,UK,NL363445,3.52834E+15,,13123,8435,00:00.0,29:06.2,14.8,SW406 ,00:00.0,03-11-16,NA,146.76,In-Progress,Phone,Occasional,MediumValue,Gen_Z,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
George Kellogg      ,Mr.,530 Nelm Street,THORNHILL,,UK,S30 9FD,0,,George.R.Kellogg@pookmail.com,078 8660 8443,VISA,,SC388 ,U.S.,705180001,4.25278E+15,,13127,4039,00:00.0,07:39.4,17.87,SC256 ,00:00.0,14-11-16,74,217.24,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
George Kellogg      ,Mr.,530 Nelm Street,THORNHILL,,UK,S30 9FD,0,,George.R.Kellogg@pookmail.com,078 8660 8443,VISA,,SC388 ,U.S.,705180001,4.65898E+15,,13127,4151,00:00.0,58:44.9,10.15,SW145 ,00:00.0,10-07-16,74,144.27,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
George Kellogg      ,Mr.,530 Nelm Street,THORNHILL,,UK,S30 9FD,0,,George.R.Kellogg@pookmail.com,078 8660 8443,VISA,,SC388 ,U.S.,705180001,4.86437E+15,,13127,8855,00:00.0,33:44.9,13.51,NW112 ,00:00.0,30-05-16,74,202.61,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lottie Cook         ,Mrs.,3449 Pheasant Ridge Road,THURLEIGH,,UK,MK44 8KM,0,,Lottie.J.Cook@spambob.com,070 1438 4545,JCB,,WE421 ,IT,PZWEEE49B58G694S,3.52821E+15,,13131,986,47:25.0,47:25.4,14.61,NE175 ,47:25.0,05-08-16,72,226.59,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Lottie Cook         ,Mrs.,3449 Pheasant Ridge Road,THURLEIGH,,UK,MK44 8KM,0,,Lottie.J.Cook@spambob.com,070 1438 4545,JCB,,WE421 ,IT,PZWEEE49B58G694S,3.52819E+15,,13131,1200,00:00.0,39:06.2,9.51,SE337 ,00:00.0,27-03-16,72,119.19,Complete,Phone,Frequent,MediumValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Lottie Cook         ,Mrs.,3449 Pheasant Ridge Road,THURLEIGH,,UK,MK44 8KM,0,,Lottie.J.Cook@spambob.com,070 1438 4545,JCB,,WE421 ,IT,PZWEEE49B58G694S,3.52817E+15,,13131,1572,00:00.0,58:44.9,6.37,SW145 ,00:00.0,10-07-16,72,9999999,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Lottie Cook         ,Mrs.,3449 Pheasant Ridge Road,THURLEIGH,,UK,MK44 8KM,0,,Lottie.J.Cook@spambob.com,070 1438 4545,JCB,,WE421 ,IT,PZWEEE49B58G694S,3.52874E+15,,13131,7406,00:00.0,47:56.4,10.15,SC259 ,00:00.0,20-02-16,72,253.75,In-Progress,Phone,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Brain Benavides     ,Mr.,4084 Cityview Drive,Timparello Di Luzzi,CS,IT,87040,0,,Brain.J.Benavides@spambob.com,0370 1680232,Master Card,,SW145 ,CA,183192293,5.19664E+15,,13135,600,00:00.0,39:06.2,12.85,NC160 ,00:00.0,27-09-16,28,9.85,Complete,Desktop,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Michael Alexander   ,Mr.,1341 Clay Street,Toblach,BZ,IT,39034,0,,Michael.R.Alexander@dodgeit.com,0384 5627556,Discover,,NW310 ,CA,696124197,6.01119E+15,,13139,2329,00:00.0,13:54.6,11.88,SE400 ,00:00.0,07-03-16,age-71,53.91,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Michael Alexander   ,Mr.,1341 Clay Street,Toblach,BZ,IT,39034,0,,Michael.R.Alexander@dodgeit.com,0384 5627556,Discover,,NW310 ,CA,696124197,6.01123E+15,,13139,3762,00:00.0,50:44.9,19.25,WE223 ,00:00.0,10-07-16,age-71,32.14,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Michael Alexander   ,Mr.,1341 Clay Street,Toblach,BZ,IT,39034,0,,Michael.R.Alexander@dodgeit.com,0384 5627556,Discover,,NW310 ,CA,696124197,6.01154E+15,,13139,4533,00:00.0,29:06.2,3.88,NC358 ,00:00.0,23-07-16,age-71,9999999,Cancelled,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Rita Mcclaskey      ,Mrs.,713 Skinner Hollow Road,Tooloom,NSW,AU,2475,0,,Rita.R.Mcclaskey@spambob.com,(08) 9058 3664,Diners Club,,NE301 ,IT,DWZKDQ09C53L747F,3.62813E+13,,13147,2146,00:00.0,36:44.9,16.27,RP319 ,00:00.0,20-07-16,25,181.36,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Rita Mcclaskey      ,Mrs.,713 Skinner Hollow Road,Tooloom,NSW,AU,2475,0,,Rita.R.Mcclaskey@spambob.com,(08) 9058 3664,Diners Club,,NE301 ,IT,DWZKDQ09C53L747F,3.68428E+13,,13147,3065,00:00.0,39:06.2,11.85,SE331 ,00:00.0,27-03-16,25,37.12,In-Progress,Desktop,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Rita Mcclaskey      ,Mrs.,713 Skinner Hollow Road,Tooloom,NSW,AU,2475,0,,Rita.R.Mcclaskey@spambob.com,(08) 9058 3664,Diners Club,,NE301 ,IT,DWZKDQ09C53L747F,3.62606E+13,,13147,6818,00:00.0,19:46.2,68.57,NW250 ,00:00.0,03-12-16,25,218.19,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie Cool         ,Miss.,2334 Goodwin Avenue,Torino,TO,IT,10141,0,,Bobbie.D.Cool@dodgeit.com,0311 4900421,JCB,,WE355 ,ES,4409455X,3.52885E+15,,13155,909,00:00.0,27:55.0,13.82,NE172 ,00:00.0,10-08-16,37,9.55,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobbie Cool         ,Miss.,2334 Goodwin Avenue,Torino,TO,IT,10141,0,,Bobbie.D.Cool@dodgeit.com,0311 4900421,JCB,,WE355 ,ES,4409455X,3.52823E+15,,13155,5527,00:00.0,23:54.6,1.49,NW118 ,00:00.0,07-02-16,37,19.4,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Bobbie Cool         ,Miss.,2334 Goodwin Avenue,Torino,TO,IT,10141,0,,Bobbie.D.Cool@dodgeit.com,0311 4900421,JCB,,WE355 ,ES,4409455X,3.52845E+15,,13155,6246,00:00.0,27:55.0,9.25,NE172 ,00:00.0,10-08-16,37,29.38,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bertha Wright       ,Mrs.,3770 Valley Drive,Toronto,ON,CA,M1L 3K7,0,,Bertha.K.Wright@mailinator.com,450-670-2893,VISA,,NC427 ,UK,KT571324C,4.55143E+15,,13163,580,00:00.0,36:44.9,22.95,NW310 ,00:00.0,10-05-16,NA,39.5,In-Progress,Desktop,Occasional,LowValue,Gen_Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bertha Wright       ,Mrs.,3770 Valley Drive,Toronto,ON,CA,M1L 3K7,0,,Bertha.K.Wright@mailinator.com,450-670-2893,VISA,,NC427 ,UK,KT571324C,4.72253E+15,,13163,581,00:00.0,33:26.3,22.95,NC229 ,00:00.0,20-11-16,NA,84.14,Abandoned,Desktop,Occasional,MediumValue,Gen_Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bertha Wright       ,Mrs.,3770 Valley Drive,Toronto,ON,CA,M1L 3K7,0,,Bertha.K.Wright@mailinator.com,450-670-2893,VISA,,NC427 ,UK,KT571324C,4.75962E+15,,13163,4710,00:00.0,33:26.3,7.45,SE397 ,00:00.0,20-12-16,NA,8.55,In-Progress,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Bertha Wright       ,Mrs.,3770 Valley Drive,Toronto,ON,CA,M1L 3K7,0,,Bertha.K.Wright@mailinator.com,450-670-2893,VISA,,NC427 ,UK,KT571324C,4.40318E+15,,13163,4934,00:00.0,22:36.6,22.32,SW214 ,00:00.0,09-04-16,NA,260.44,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Bertha Wright       ,Mrs.,3770 Valley Drive,Toronto,ON,CA,M1L 3K7,0,,Bertha.K.Wright@mailinator.com,450-670-2893,VISA,,NC427 ,UK,KT571324C,4.52606E+15,,13163,7421,47:25.0,47:25.4,24.08,NE175 ,47:25.0,05-08-16,NA,46.32,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Walter Maurin       ,Mr.,107 Rosemont Avenue,Torre Di Ruggiero,CZ,IT,88060,0,,Walter.J.Maurin@spambob.com,0391 5385565,JCB,,SC256 ,IT,IUAOAX43S65H987S,3.5289E+15,,13167,608,00:00.0,47:45.0,19.85,WE283 ,00:00.0,10-03-16,57,17.73,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Walter Maurin       ,Mr.,107 Rosemont Avenue,Torre Di Ruggiero,CZ,IT,88060,0,,Walter.J.Maurin@spambob.com,0391 5385565,JCB,,SC256 ,IT,IUAOAX43S65H987S,3.52821E+15,,13167,2670,00:00.0,34:16.6,22.5,NW115 ,00:00.0,19-12-16,57,31.09,Complete,Phone,Occasional,LowValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Maurin       ,Mr.,107 Rosemont Avenue,Torre Di Ruggiero,CZ,IT,88060,0,,Walter.J.Maurin@spambob.com,0391 5385565,JCB,,SC256 ,IT,IUAOAX43S65H987S,3.52824E+15,,13167,7378,00:00.0,43:54.8,19.81,NC364 ,00:00.0,12-12-16,57,46.27,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Irwin Hawthorne     ,Mr.,2496 Green Street,Torrejon de Ardoz,,ES,28850,0,,Irwin.D.Hawthorne@mailinator.com,91-102-2449,VISA,,SW274 ,FR,2.78E+14,4.3912E+15,,13171,7380,00:00.0,32:59.5,19.81,NC232 ,00:00.0,25-01-16,51,41.51,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Irwin Hawthorne     ,Mr.,2496 Green Street,Torrejon de Ardoz,,ES,28850,0,,Irwin.D.Hawthorne@mailinator.com,91-102-2449,VISA,,SW274 ,FR,2.78E+14,4.28281E+15,,13171,8059,00:00.0,11:26.3,10.45,NE370 ,00:00.0,09-10-16,51,8.6,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Lou Deal            ,Miss.,2901 Collins Avenue,Torriglia,GE,IT,16029,0,,Lou.F.Deal@dodgeit.com,0321 4592907,VISA,,WE220 ,FR,1.06E+14,4.72037E+15,,13175,2252,00:00.0,39:06.2,22.5,NC160 ,00:00.0,27-09-16,56,25.38,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Lou Deal            ,Miss.,2901 Collins Avenue,Torriglia,GE,IT,16029,0,,Lou.F.Deal@dodgeit.com,0321 4592907,VISA,,WE220 ,FR,1.06E+14,4.37196E+15,,13175,2769,00:00.0,44:16.6,2.87,NE178 ,00:00.0,20-12-16,56,36.18,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Lou Deal            ,Miss.,2901 Collins Avenue,Torriglia,GE,IT,16029,0,,Lou.F.Deal@dodgeit.com,0321 4592907,VISA,,WE220 ,FR,1.06E+14,4.48138E+15,,13175,7562,00:00.0,32:59.5,3.88,NC232 ,00:00.0,25-01-16,56,20.66,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Lou Deal            ,Miss.,2901 Collins Avenue,Torriglia,GE,IT,16029,0,,Lou.F.Deal@dodgeit.com,0321 4592907,VISA,,WE220 ,FR,1.06E+14,4.59768E+15,,13175,8262,47:25.0,47:25.4,17.87,NE175 ,47:25.0,05-08-16,56,9.97,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Rick Shelby         ,Mr.,2224 Middleville Road,Tournefeuille,,FR,31170,0,,Rick.J.Shelby@trashymail.com,04.41.96.67.76,Diners Club,,NW310 ,IT,JQXRMJ50S46M302S,3.61056E+13,,13187,3394,00:00.0,43:54.6,16.33,SW340 ,00:00.0,27-02-16,19,132.1,Complete,Phone,Occasional,MediumValue,Gen_Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rick Shelby         ,Mr.,2224 Middleville Road,Tournefeuille,,FR,31170,0,,Rick.J.Shelby@trashymail.com,04.41.96.67.76,Diners Club,,NW310 ,IT,JQXRMJ50S46M302S,3.60634E+13,,13187,4905,00:00.0,25:36.6,33.99,SC391 ,00:00.0,07-04-16,19,114.12,In-Progress,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Steven Campos       ,Mr.,3864 Quilly Lane,Tramonti Di Sopra,PN,IT,33090,0,,Steven.R.Campos@spambob.com,0319 5210537,VISA,,SE268 ,U.S.,22868240,4.90581E+15,,13191,2953,00:00.0,32:50.8,19.25,NW247 ,00:00.0,15-01-16,49,19.77,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Steven Campos       ,Mr.,3864 Quilly Lane,Tramonti Di Sopra,PN,IT,33090,0,,Steven.R.Campos@spambob.com,0319 5210537,VISA,,SE268 ,U.S.,22868240,4.54879E+15,,13191,4108,47:25.0,47:25.4,13.25,SW211 ,47:25.0,05-08-16,49,26.39,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Steven Campos       ,Mr.,3864 Quilly Lane,Tramonti Di Sopra,PN,IT,33090,0,,Steven.R.Campos@spambob.com,0319 5210537,VISA,,SE268 ,U.S.,22868240,4.08603E+15,,13191,5779,00:00.0,33:44.9,22.95,NW112 ,00:00.0,30-05-16,49,13.29,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Steven Campos       ,Mr.,3864 Quilly Lane,Tramonti Di Sopra,PN,IT,33090,0,,Steven.R.Campos@spambob.com,0319 5210537,VISA,,SE268 ,U.S.,22868240,4.98009E+15,,13191,8602,00:00.0,47:52.6,18.45,NE241 ,00:00.0,25-04-16,49,35.71,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01152E+15,,13195,1675,00:00.0,36:44.9,22.95,RP319 ,00:00.0,20-07-16,20,149.15,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01173E+15,,13195,1923,00:00.0,13:54.6,48.52,NC292 ,00:00.0,27-02-16,20,12,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01137E+15,,13195,2218,00:00.0,47:56.4,50,WE418 ,00:00.0,10-02-16,20,25.17,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01192E+15,,13195,3610,47:25.0,47:25.4,13.51,NC163 ,47:25.0,05-08-16,20,81.04,Complete,Phone,Occasional,MediumValue,Gen_Z,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01139E+15,,13195,4497,00:00.0,32:59.5,6.05,SW346 ,00:00.0,05-01-16,20,52.35,Complete,Desktop,Occasional,MediumValue,Gen_Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01172E+15,,13195,5264,00:00.0,33:44.8,11.88,NW184 ,00:00.0,20-12-16,20,46.65,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Catherine Jones     ,Mrs.,3832 Overlook Drive,Trecate,NO,IT,28069,0,,Catherine.P.Jones@dodgeit.com,0330 8404841,Discover,,SE139 ,U.S.,469490001,6.01183E+15,,13195,8335,47:25.0,47:25.4,19.81,SW412 ,47:25.0,05-08-16,20,73.25,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Joe Benson          ,Mr.,710 Oakwood Avenue,Tremblay-en-france,,FR,93290,0,,Joe.R.Benson@pookmail.com,01.74.87.40.03,JCB,,SC388 ,ES,1713906S,3.52826E+15,,13199,6831,00:00.0,44:16.6,17.87,NE178 ,00:00.0,20-12-16,20,203.16,Complete,Desktop,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Joe Benson          ,Mr.,710 Oakwood Avenue,Tremblay-en-france,,FR,93290,0,,Joe.R.Benson@pookmail.com,01.74.87.40.03,JCB,,SC388 ,ES,1713906S,3.52893E+15,,13199,7390,00:00.0,58:44.9,8.23,SW145 ,00:00.0,10-07-16,20,122.18,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Benson          ,Mr.,710 Oakwood Avenue,Tremblay-en-france,,FR,93290,0,,Joe.R.Benson@pookmail.com,01.74.87.40.03,JCB,,SC388 ,ES,1713906S,3.52872E+15,,13199,9016,00:00.0,39:06.2,7.85,NC160 ,00:00.0,27-09-16,20,286.88,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Timothy Vento       ,Mr.,2414 Sharon Lane,Tricesimo,UD,IT,33019,0,,Timothy.T.Vento@dodgeit.com,0397 8947774,Diners Club,,WE157 ,IT,FTTIII59L51H277S,3.60321E+13,,13203,8246,00:00.0,07:39.4,23.89,WE286 ,00:00.0,30-11-16,61,12.51,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Daphine Miller      ,Mrs.,3189 Hart Country Lane,Trieste,TS,IT,34142,0,,Daphine.R.Miller@spambob.com,0362 0389228,Diners Club,,NW313 ,U.S.,504370002,3.64812E+13,,13207,1174,00:00.0,23:44.8,13.3,NW244 ,00:00.0,15-12-16,age-69,108.64,In-Progress,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Daphine Miller      ,Mrs.,3189 Hart Country Lane,Trieste,TS,IT,34142,0,,Daphine.R.Miller@spambob.com,0362 0389228,Diners Club,,NW313 ,U.S.,504370002,3.64403E+13,,13207,2678,47:25.0,47:25.4,22.5,SC124 ,47:25.0,05-08-16,age-69,23.77,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Daphine Miller      ,Mrs.,3189 Hart Country Lane,Trieste,TS,IT,34142,0,,Daphine.R.Miller@spambob.com,0362 0389228,Diners Club,,NW313 ,U.S.,504370002,3.61742E+13,,13207,3154,47:25.0,47:25.4,23.89,SC124 ,47:25.0,05-08-16,age-69,8.66,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Joe Malone          ,Mr.,592 Mount Street,Ugur,,ES,18480,0,,Joe.B.Malone@mailinator.com,91-247-2916,JCB,,NC424 ,IT,NEEYJJ79R05E405E,3.52881E+15,,13235,1598,00:00.0,39:06.2,8.23,SE331 ,00:00.0,27-03-16,78,295.39,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Joe Malone          ,Mr.,592 Mount Street,Ugur,,ES,18480,0,,Joe.B.Malone@mailinator.com,91-247-2916,JCB,,NC424 ,IT,NEEYJJ79R05E405E,3.52898E+15,,13235,4652,00:00.0,25:36.6,34.18,NE307 ,00:00.0,20-04-16,78,297.27,Complete,Desktop,Frequent,HighValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Ruth Reeves         ,Mrs.,2609 Reppert Coal Road,Urduliz,,ES,48610,0,,Ruth.R.Reeves@trashymail.com,91-102-2460,American Express,,SC196 ,ES,0535483C,3.71994E+14,,13243,5864,00:00.0,43:54.6,30,NW187 ,00:00.0,22-10-16,age-23,229.12,Abandoned,Desktop,Frequent,HighValue,Gen_Z,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Ruth Reeves         ,Mrs.,2609 Reppert Coal Road,Urduliz,,ES,48610,0,,Ruth.R.Reeves@trashymail.com,91-102-2460,American Express,,SC196 ,ES,0535483C,3.73663E+14,,13243,7239,00:00.0,33:26.3,13.77,WE154 ,00:00.0,20-09-16,age-23,14.96,Complete,Desktop,Frequent,LowValue,Gen_Z,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mary Frazier        ,Mrs.,548 Penn Street,Usher,WA,AU,6230,0,,Mary.W.Frazier@spambob.com,(03) 6208 9793,VISA,,NW379 ,IT,LLXJPA95L11C255E,4.24839E+15,,13247,1916,00:00.0,48:36.3,16.27,NW376 ,00:00.0,20-09-16,29,5.77,Complete,Desktop,FirstTime,LowValue,Gen_Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Frazier        ,Mrs.,548 Penn Street,Usher,WA,AU,6230,0,,Mary.W.Frazier@spambob.com,(03) 6208 9793,VISA,,NW379 ,IT,LLXJPA95L11C255E,4.43765E+15,,13247,5473,00:00.0,43:54.6,16.85,NE103 ,00:00.0,27-10-16,29,62.14,Complete,Phone,FirstTime,MediumValue,Gen_Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peggy Kearse        ,Mrs.,3608 Nutters Barn Lane,Valdemanco del Esteras,,ES,13411,0,,Peggy.R.Kearse@dodgeit.com,91-635-1913,Diners Club,,WE220 ,U.S.,504370001,3.61664E+13,,13251,576,00:00.0,57:35.6,22.95,SE334 ,00:00.0,10-09-16,19,176.86,Abandoned,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Peggy Kearse        ,Mrs.,3608 Nutters Barn Lane,Valdemanco del Esteras,,ES,13411,0,,Peggy.R.Kearse@dodgeit.com,91-635-1913,Diners Club,,WE220 ,U.S.,504370001,3.66261E+13,,13251,2135,00:00.0,22:36.6,9.51,WE421 ,00:00.0,19-04-16,19,85.48,Complete,Phone,Occasional,MediumValue,Gen_Z,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peggy Kearse        ,Mrs.,3608 Nutters Barn Lane,Valdemanco del Esteras,,ES,13411,0,,Peggy.R.Kearse@dodgeit.com,91-635-1913,Diners Club,,WE220 ,U.S.,504370001,3.69257E+13,,13251,4460,47:25.0,47:25.4,16.83,NE175 ,47:25.0,05-08-16,19,47.2,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
